Wavelength,Average,Red,Green,Blue
481.441,0,0,0,0
481.647,0,0,0,0
481.852,0,0,0,0
482.058,0,0,0,0
482.264,0,0,0,0
482.469,0,0,0,0
482.675,0,0,0,0
482.881,0,0,0,0
483.087,0,0,0,0
483.292,0,0,0,0
483.498,0,0,0,0
483.704,0,0,0,0
483.909,0,0,0,0
484.115,0,0,0,0
484.321,0,0,0,0
484.526,0,0,0,0
484.732,0,0,0,0
484.938,0,0,0,0
485.143,0,0,0,0
485.349,0,0,0,0
485.555,0,0,0,0
485.760,0,0,0,0
485.966,0,0,0,0
486.172,0,0,0,0
486.377,0,0,0,0
486.583,0,0,0,0
486.789,0,0,0,0
486.995,0,0,0,0
487.200,0,0,0,0
487.406,0,0,0,0
487.612,0,0,0,0
487.817,0,0,0,0
488.023,0,0,0,0
488.229,0,0,0,0
488.434,0,0,0,0
488.640,0,0,0,0
488.846,0,0,0,0
489.051,0,0,0,0
489.257,0,0,0,0
489.463,0,0,0,0
489.668,0,0,0,0
489.874,0,0,0,0
490.080,0,0,0,0
490.285,0,0,0,0
490.491,0,0,0,0
490.697,0,0,0,0
490.903,0,0,0,0
491.108,0,0,0,0
491.314,0,0,0,0
491.520,0,0,0,0
491.725,0,0,0,0
491.931,0,0,0,0
492.137,0,0,0,0
492.342,0,0,0,0
492.548,0,0,0,0
492.754,0,0,0,0
492.959,0,0,0,0
493.165,0,0,0,0
493.371,0,0,0,0
493.576,0,0,0,0
493.782,0,0,0,0
493.988,0,0,0,2
494.193,0,0,0,2
494.399,0,0,0,2
494.605,0,0,0,2
494.811,0,0,0,2
495.016,0,0,0,2
495.222,0,0,0,2
495.428,0,0,0,2
495.633,0,0,0,2
495.839,0,0,0,2
496.045,0,0,0,2
496.250,0,0,0,0
496.456,0,0,0,0
496.662,0,0,0,0
496.867,0,0,0,2
497.073,0,0,0,2
497.279,0,0,0,2
497.484,0,0,0,2
497.690,0,0,0,2
497.896,1,0,0,4
498.102,1,0,0,4
498.307,2,1,0,6
498.513,3,1,0,8
498.719,5,1,1,13
498.924,5,0,1,16
499.130,7,0,2,19
499.336,8,0,3,22
499.541,13,2,10,29
499.747,16,0,16,32
499.953,21,1,22,41
500.158,26,3,28,48
500.364,31,1,36,58
500.570,37,1,43,67
500.775,44,4,51,79
500.981,49,1,61,87
501.187,56,3,68,98
501.392,56,2,69,98
501.598,54,0,68,94
501.804,56,0,70,98
502.010,54,2,67,95
502.215,49,2,59,86
502.421,42,0,52,74
502.627,37,0,47,64
502.832,29,0,37,50
503.038,25,0,32,45
503.244,20,0,23,37
503.449,15,0,17,29
503.655,12,0,15,23
503.861,11,0,13,21
504.066,9,0,9,18
504.272,6,0,5,15
504.478,4,2,2,10
504.683,4,2,3,8
504.889,3,1,2,6
505.095,2,1,2,4
505.300,2,1,2,4
505.506,1,1,1,1
505.712,1,1,1,1
505.918,0,0,0,2
506.123,0,0,0,0
506.329,0,0,0,0
506.535,0,0,0,0
506.740,0,0,0,0
506.946,0,0,0,0
507.152,0,0,0,0
507.357,0,0,0,0
507.563,0,0,0,0
507.769,0,0,0,0
507.974,0,0,0,0
508.180,0,0,0,0
508.386,0,0,0,0
508.591,0,0,0,0
508.797,0,0,0,0
509.003,0,0,0,0
509.208,0,0,0,0
509.414,0,0,0,0
509.620,0,0,0,0
509.826,0,0,0,0
510.031,0,0,0,0
510.237,0,0,0,0
510.443,0,0,0,0
510.648,0,0,0,0
510.854,0,0,0,0
511.060,0,0,0,0
511.265,0,0,0,0
511.471,0,0,0,0
511.677,0,0,0,0
511.882,0,0,0,0
512.088,0,0,0,0
512.294,0,0,0,0
512.499,0,0,0,0
512.705,0,0,0,0
512.911,0,0,0,0
513.116,0,0,0,0
513.322,0,0,0,0
513.528,0,0,0,0
513.734,0,0,0,0
513.939,0,0,0,0
514.145,0,0,0,0
514.351,0,0,0,0
514.556,0,0,0,0
514.762,0,0,0,0
514.968,0,0,0,0
515.173,0,0,0,0
515.379,0,0,0,0
515.585,0,0,0,0
515.790,0,0,0,0
515.996,1,1,1,1
516.202,0,0,0,0
516.407,0,0,0,0
516.613,0,0,0,0
516.819,0,0,0,0
517.024,0,0,2,0
517.230,1,0,5,0
517.436,4,2,9,2
517.642,7,0,21,2
517.847,11,2,27,5
518.053,15,1,35,10
518.259,17,0,39,12
518.464,17,0,39,12
518.670,14,0,36,8
518.876,11,0,30,4
519.081,8,0,25,0
519.287,4,0,14,0
519.493,2,0,6,0
519.698,0,0,1,0
519.904,1,1,1,3
520.110,0,0,0,0
520.315,0,0,1,0
520.521,0,0,0,0
520.727,0,1,0,0
520.932,0,0,0,0
521.138,0,0,0,0
521.344,0,0,0,0
521.550,0,0,0,0
521.755,0,0,0,0
521.961,0,0,0,0
522.167,0,0,0,0
522.372,0,0,0,0
522.578,0,0,0,0
522.784,0,0,0,0
522.989,0,0,0,0
523.195,0,0,0,0
523.401,0,0,0,0
523.606,0,0,0,0
523.812,0,0,0,0
524.018,0,0,0,0
524.223,0,0,0,0
524.429,0,0,0,0
524.635,0,0,0,0
524.840,0,0,0,0
525.046,0,0,0,0
525.252,0,0,0,0
525.458,0,0,0,0
525.663,0,0,0,0
525.869,0,0,0,0
526.075,0,0,0,0
526.280,0,0,0,0
526.486,0,0,0,0
526.692,0,0,0,0
526.897,0,0,0,0
527.103,0,0,0,0
527.309,0,0,0,0
527.514,0,0,0,0
527.720,0,0,0,0
527.926,0,0,0,0
528.131,0,0,0,0
528.337,0,0,0,0
528.543,0,0,0,0
528.748,0,0,0,0
528.954,0,0,0,0
529.160,0,0,0,0
529.366,0,0,0,0
529.571,0,0,0,0
529.777,0,0,0,0
529.983,0,0,0,0
530.188,0,0,0,0
530.394,0,0,0,0
530.600,0,0,0,0
530.805,0,0,0,0
531.011,0,0,0,0
531.217,0,0,0,0
531.422,0,0,0,0
531.628,0,0,0,0
531.834,0,0,0,0
532.039,0,0,0,0
532.245,0,0,0,0
532.451,0,0,0,0
532.656,0,0,0,0
532.862,0,0,0,0
533.068,0,0,0,0
533.274,0,0,0,0
533.479,0,0,0,0
533.685,0,0,0,0
533.891,0,0,0,0
534.096,0,0,0,0
534.302,0,0,0,0
534.508,0,0,0,0
534.713,0,0,0,0
534.919,0,0,0,0
535.125,0,0,0,0
535.330,0,0,0,0
535.536,0,0,0,0
535.742,0,0,0,0
535.947,0,0,0,0
536.153,0,0,0,0
536.359,0,0,0,0
536.565,0,0,0,0
536.770,0,0,0,0
536.976,0,0,0,0
537.182,0,0,0,0
537.387,0,0,0,0
537.593,0,0,0,0
537.799,0,0,0,0
538.004,0,0,0,0
538.210,0,0,0,0
538.416,0,0,0,0
538.621,0,0,0,0
538.827,0,0,0,0
539.033,0,0,0,0
539.238,0,0,0,0
539.444,0,0,0,0
539.650,0,0,0,0
539.855,0,0,0,0
540.061,0,0,0,0
540.267,0,0,0,0
540.473,0,0,0,0
540.678,0,0,0,0
540.884,0,0,0,0
541.090,0,0,0,0
541.295,0,0,0,0
541.501,0,0,0,0
541.707,0,0,0,0
541.912,0,0,0,0
542.118,0,0,0,0
542.324,0,0,0,0
542.529,0,0,0,0
542.735,0,0,0,0
542.941,0,0,0,0
543.146,0,0,0,0
543.352,0,0,0,0
543.558,0,0,0,0
543.763,0,0,0,0
543.969,0,0,0,0
544.175,0,0,0,0
544.381,0,0,0,0
544.586,0,0,0,0
544.792,0,0,0,0
544.998,0,0,0,0
545.203,0,0,0,0
545.409,0,0,0,0
545.615,0,0,0,0
545.820,0,0,0,0
546.026,0,0,0,0
546.232,0,0,0,0
546.437,0,0,0,0
546.643,0,0,0,0
546.849,0,0,0,0
547.054,0,0,0,0
547.260,0,0,2,0
547.466,0,0,0,0
547.671,0,0,0,0
547.877,2,1,6,0
548.083,6,2,16,0
548.289,8,0,24,0
548.494,9,0,29,0
548.700,10,0,31,0
548.906,6,0,19,0
549.111,3,1,8,0
549.317,0,0,0,0
549.523,0,0,0,2
549.728,0,0,0,2
549.934,0,1,0,0
550.140,0,1,0,0
550.345,0,0,1,0
550.551,0,0,0,0
550.757,0,0,0,0
550.962,0,0,0,0
551.168,0,0,0,0
551.374,0,0,0,0
551.579,0,0,0,0
551.785,0,0,0,0
551.991,0,0,0,0
552.197,0,0,0,0
552.402,0,0,0,0
552.608,0,0,0,0
552.814,1,1,1,1
553.019,1,1,1,1
553.225,1,0,2,1
553.431,0,0,2,0
553.636,0,0,2,0
553.842,0,0,1,0
554.048,0,0,2,0
554.253,0,0,2,0
554.459,1,1,3,0
554.665,1,1,3,0
554.870,1,1,3,0
555.076,1,0,4,0
555.282,2,0,5,1
555.487,1,1,3,0
555.693,1,1,3,0
555.899,1,1,3,0
556.105,0,0,2,0
556.310,0,0,2,0
556.516,0,0,2,0
556.722,0,0,2,0
556.927,0,0,2,0
557.133,1,1,3,0
557.339,1,1,3,0
557.544,1,1,3,0
557.750,1,1,3,0
557.956,1,1,3,0
558.161,1,1,3,0
558.367,1,1,3,0
558.573,1,1,3,0
558.778,0,0,2,0
558.984,1,0,3,0
559.190,1,0,4,0
559.395,2,0,5,1
559.601,2,0,5,1
559.807,1,0,5,0
560.013,2,0,7,0
560.218,3,1,8,1
560.424,1,0,5,0
560.630,2,0,6,0
560.835,2,0,6,0
561.041,2,0,7,0
561.247,2,0,7,0
561.452,2,0,7,0
561.658,3,0,9,0
561.864,3,0,9,0
562.069,3,0,10,1
562.275,3,0,9,0
562.481,3,0,9,0
562.686,3,0,10,1
562.892,4,1,11,2
563.098,3,0,10,1
563.303,3,0,10,0
563.509,4,1,11,0
563.715,4,0,12,0
563.921,5,0,14,1
564.126,4,0,13,0
564.332,4,0,12,0
564.538,4,0,12,0
564.743,4,0,12,0
564.949,4,0,14,0
565.155,5,1,15,0
565.360,6,2,16,1
565.566,5,0,17,0
565.772,6,0,19,0
565.977,7,0,21,0
566.183,9,1,25,1
566.389,9,1,27,0
566.594,9,0,29,0
566.800,9,0,29,0
567.006,10,0,31,0
567.211,10,0,32,0
567.417,16,2,42,5
567.623,16,0,47,3
567.829,17,0,52,0
568.034,22,2,64,1
568.240,24,0,74,0
568.446,27,0,81,0
568.651,31,1,89,3
568.857,33,2,98,0
569.063,36,0,108,0
569.268,39,0,118,0
569.474,47,5,133,3
569.680,54,0,159,3
569.885,62,0,188,0
570.091,79,32,207,0
570.297,97,76,217,0
570.502,102,81,225,0
570.708,97,74,218,1
570.914,65,0,197,0
571.119,57,2,171,0
571.325,50,0,148,4
571.531,42,0,125,2
571.737,36,5,104,0
571.942,28,0,85,0
572.148,25,0,77,0
572.354,22,1,66,0
572.559,19,1,56,1
572.765,17,0,50,1
572.971,16,0,46,2
573.176,15,1,44,1
573.382,13,0,40,0
573.588,12,0,36,0
573.793,12,0,36,0
573.999,11,0,34,1
574.205,10,0,31,0
574.410,11,1,32,1
574.616,12,2,33,2
574.822,10,0,31,0
575.028,9,0,29,0
575.233,10,0,31,0
575.439,10,0,30,0
575.645,10,0,30,0
575.850,10,0,31,0
576.056,11,1,32,1
576.262,11,1,32,1
576.467,10,0,31,0
576.673,9,0,29,0
576.879,10,0,31,0
577.084,11,1,32,1
577.290,11,1,32,1
577.496,11,0,33,0
577.701,11,0,34,1
577.907,11,0,34,1
578.113,11,0,34,1
578.318,11,0,34,1
578.524,11,1,32,0
578.730,11,2,33,0
578.936,13,5,35,0
579.141,13,7,34,0
579.347,13,8,32,0
579.553,16,14,33,1
579.758,19,20,37,1
579.964,19,21,37,0
580.170,20,25,37,0
580.375,22,28,40,0
580.581,22,28,40,0
580.787,23,29,40,0
580.992,25,33,41,2
581.198,27,37,42,2
581.404,28,40,42,2
581.609,28,42,43,1
581.815,32,50,48,0
582.021,30,47,45,0
582.226,32,51,47,0
582.432,37,57,51,3
582.638,35,57,50,0
582.844,38,62,52,0
583.049,43,69,58,2
583.255,43,70,60,1
583.461,41,70,54,0
583.666,46,76,59,3
583.872,54,87,66,9
584.078,51,88,67,0
584.283,52,91,67,0
584.489,56,98,69,1
584.695,57,101,71,1
584.900,61,108,76,1
585.106,63,111,77,3
585.312,64,114,78,0
585.517,65,117,79,0
585.723,71,127,86,0
585.929,78,139,92,4
586.134,79,144,92,1
586.340,80,148,94,0
586.546,86,156,101,3
586.752,91,166,109,0
586.957,94,173,110,0
587.163,102,187,119,2
587.369,108,196,125,3
587.574,106,196,124,0
587.780,111,203,130,0
587.986,117,213,137,1
588.191,117,216,136,0
588.397,111,209,126,0
588.603,103,196,115,0
588.808,87,168,94,0
589.014,68,129,71,4
589.220,43,84,45,2
589.425,25,52,24,0
589.631,18,41,15,0
589.837,15,37,10,0
590.042,17,40,12,0
590.248,18,42,13,0
590.454,23,50,19,1
590.660,29,63,26,0
590.865,43,90,41,0
591.071,63,126,62,1
591.277,78,157,79,0
591.482,89,177,91,0
591.688,99,199,99,0
591.894,108,212,110,4
592.099,114,221,116,5
592.305,115,224,118,3
592.511,114,225,117,1
592.716,111,221,113,0
592.922,111,220,114,0
593.128,113,222,115,3
593.333,113,223,115,1
593.539,112,222,113,2
593.745,111,220,111,2
593.950,106,215,105,0
594.156,103,209,100,0
594.362,101,206,97,0
594.568,100,204,96,0
594.773,98,202,94,0
594.979,98,202,94,0
595.185,98,201,92,1
595.390,92,192,85,1
595.596,88,187,79,0
595.802,89,187,81,0
596.007,89,187,80,2
596.213,86,184,75,0
596.419,84,181,72,0
596.624,82,178,69,0
596.830,83,178,70,2
597.036,80,172,65,3
597.241,75,165,59,1
597.447,75,165,60,0
597.653,76,167,62,1
597.858,76,166,60,2
598.064,72,161,55,0
598.270,71,158,57,0
598.476,72,159,57,1
598.681,71,156,55,3
598.887,65,148,47,0
599.093,63,146,45,0
599.298,65,150,46,1
599.504,65,149,46,0
599.710,65,151,45,0
599.915,61,143,40,0
600.121,60,139,40,3
600.327,58,135,37,2
600.532,56,133,35,2
600.738,57,135,36,1
600.944,57,137,36,0
601.149,56,134,35,0
601.355,54,131,33,0
601.561,54,127,32,4
601.766,51,124,29,1
601.972,49,122,26,1
602.178,48,120,24,0
602.384,47,119,23,1
602.589,46,117,21,0
602.795,45,116,19,0
603.001,49,120,23,4
603.206,45,114,18,4
603.412,43,112,16,2
603.618,40,109,13,0
603.823,40,109,13,0
604.029,41,109,13,1
604.235,39,105,11,1
604.440,35,100,5,0
604.646,33,98,3,0
604.852,33,97,2,0
605.057,33,97,2,0
605.263,33,97,2,0
605.469,32,96,2,0
605.674,32,93,2,1
605.880,30,91,0,0
606.086,29,89,0,0
606.292,32,92,2,2
606.497,29,87,1,0
606.703,31,90,2,1
606.909,31,91,1,1
607.114,28,86,0,0
607.320,27,81,0,0
607.526,26,80,0,0
607.731,27,81,1,0
607.937,27,82,1,0
608.143,27,82,1,0
608.348,27,81,0,0
608.554,27,81,0,0
608.760,26,80,0,0
608.965,27,79,1,1
609.171,27,79,1,1
609.377,25,76,0,0
609.582,25,75,0,0
609.788,24,74,0,0
609.994,24,74,0,0
610.200,24,74,0,0
610.405,24,72,0,1
610.611,23,70,0,0
610.817,23,69,0,0
611.022,23,69,1,0
611.228,24,69,1,2
611.434,23,69,0,0
611.639,22,68,0,0
611.845,21,65,0,0
612.051,21,65,0,0
612.256,22,65,1,1
612.462,22,65,1,1
612.668,21,65,0,0
612.873,21,64,0,0
613.079,22,66,0,1
613.285,20,61,0,0
613.491,21,63,0,0
613.696,21,62,1,0
613.902,22,65,1,1
614.108,22,66,0,1
614.313,25,75,0,0
614.519,36,108,0,0
614.725,47,142,0,0
614.930,52,156,0,0
615.136,55,165,0,0
615.342,61,184,1,0
615.547,61,184,1,0
615.753,48,145,0,0
615.959,34,103,0,0
616.164,26,76,0,2
616.370,23,67,1,2
616.576,21,64,0,0
616.781,20,60,0,0
616.987,18,56,0,0
617.193,18,55,1,0
617.399,17,51,0,0
617.604,16,50,0,0
617.810,18,51,1,2
618.016,17,51,0,0
618.221,17,51,0,0
618.427,16,50,0,0
618.633,17,50,2,0
618.838,18,50,2,2
619.044,15,46,0,0
619.250,15,45,0,0
619.455,15,45,1,0
619.661,16,48,0,0
619.867,16,48,0,0
620.072,15,46,0,0
620.278,14,44,0,0
620.484,14,44,0,0
620.689,14,44,0,0
620.895,16,46,0,2
621.101,16,46,0,2
621.307,15,44,0,1
621.512,15,44,0,1
621.718,14,42,0,1
621.924,14,42,0,1
622.129,13,40,0,0
622.335,13,40,0,0
622.541,13,39,0,0
622.746,13,39,0,0
622.952,13,40,0,0
623.158,13,40,0,0
623.363,13,40,0,0
623.569,13,40,0,1
623.775,12,38,0,0
623.980,13,39,0,1
624.186,13,39,0,1
624.392,12,36,0,0
624.597,12,36,0,0
624.803,12,36,0,0
625.009,12,36,0,0
625.215,12,36,0,0
625.420,12,36,0,0
625.626,12,36,0,0
625.832,11,35,0,0
626.037,11,35,0,0
626.243,11,35,0,0
626.449,11,35,0,0
626.654,11,34,0,0
626.860,11,34,0,0
627.066,11,34,0,0
627.271,11,32,1,0
627.477,10,31,0,0
627.683,10,31,0,0
627.888,11,32,1,0
628.094,11,32,1,0
628.300,10,31,0,0
628.505,11,32,1,0
628.711,11,32,1,0
628.917,12,35,1,0
629.123,11,34,0,0
629.328,11,34,0,0
629.534,10,31,0,0
629.740,10,31,0,0
629.945,10,31,0,0
630.151,10,31,0,0
630.357,10,31,0,0
630.562,10,31,0,0
630.768,10,31,0,0
630.974,11,32,0,1
631.179,11,31,1,1
631.385,10,30,0,0
631.591,10,30,0,0
631.796,10,30,0,0
632.002,10,30,0,0
632.208,11,31,1,1
632.413,10,30,0,0
632.619,10,30,0,0
632.825,9,28,0,0
633.031,9,28,0,0
633.236,9,28,0,0
633.442,10,30,0,0
633.648,10,30,0,0
633.853,10,30,0,0
634.059,11,32,0,1
634.265,11,32,0,1
634.470,10,31,0,0
634.676,10,30,0,0
634.882,9,28,0,0
635.087,8,26,0,0
635.293,8,26,0,0
635.499,8,26,0,0
635.704,9,28,0,0
635.910,10,29,1,0
636.116,10,29,1,0
636.321,9,28,0,0
636.527,9,28,0,0
636.733,9,28,0,0
636.939,9,28,0,1
637.144,9,26,0,1
637.350,9,26,0,1
637.556,9,26,0,1
637.761,9,26,0,1
637.967,9,25,1,1
638.173,8,24,0,0
638.378,8,24,0,0
638.584,9,25,1,1
638.790,9,25,1,1
638.995,9,26,0,1
639.201,9,28,0,1
639.407,8,23,2,1
639.612,7,22,1,0
639.818,8,24,0,0
640.024,8,24,0,0
640.229,8,24,0,0
640.435,8,24,0,0
640.641,8,24,0,0
640.847,7,23,0,0
641.052,7,20,0,1
641.258,7,20,0,1
641.464,7,21,0,1
641.669,7,21,0,1
641.875,7,21,0,1
642.081,7,21,0,1
642.286,7,21,0,1
642.492,7,21,0,1
642.698,6,20,0,0
642.903,6,20,0,0
643.109,7,20,0,1
643.315,7,20,0,1
643.520,7,19,1,1
643.726,7,19,1,1
643.932,7,19,1,1
644.137,7,19,1,1
644.343,7,19,1,1
644.549,6,18,0,0
644.755,6,18,0,0
644.960,6,18,0,0
645.166,7,19,1,1
645.372,7,19,1,1
645.577,7,19,1,1
645.783,6,18,0,0
645.989,6,18,0,1
646.194,6,18,0,1
646.400,5,16,0,1
646.606,5,16,0,1
646.811,5,15,0,0
647.017,4,14,0,0
647.223,4,14,0,0
647.428,4,14,0,0
647.634,4,14,0,0
647.840,4,14,0,0
648.045,4,14,0,0
648.251,4,14,0,0
648.457,4,14,0,0
648.663,4,14,0,0
648.868,5,15,0,0
649.074,5,15,0,0
649.280,4,12,0,0
649.485,4,12,0,0
649.691,4,14,0,0
649.897,4,14,0,0
650.102,5,15,0,0
650.308,4,14,0,0
650.514,4,14,0,0
650.719,4,12,0,0
650.925,4,14,0,0
651.131,4,14,0,0
651.336,4,14,0,0
651.542,4,14,0,0
651.748,5,15,1,1
651.954,5,15,1,1
652.159,4,14,0,0
652.365,4,13,0,0
652.571,5,15,1,1
652.776,4,12,0,0
652.982,3,10,0,0
653.188,3,9,0,0
653.393,3,10,0,0
653.599,4,12,0,0
653.805,5,13,1,1
654.010,5,15,1,1
654.216,5,13,1,1
654.422,4,12,0,0
654.627,3,11,0,0
654.833,4,11,1,0
655.039,4,11,1,0
655.244,3,9,0,0
655.450,3,9,0,0
655.656,3,10,0,1
655.862,4,11,1,2
656.067,3,10,0,1
656.273,3,9,0,1
656.479,2,8,0,0
656.684,2,6,0,0
656.890,2,6,0,0
657.096,1,4,0,0
657.301,1,4,0,0
657.507,1,2,0,1
657.713,1,2,0,1
657.918,1,4,0,1
658.124,1,4,0,1
658.330,1,4,0,1
658.535,1,4,0,1
658.741,1,2,0,1
658.947,0,0,0,0
659.152,0,0,0,0
659.358,0,0,0,0
659.564,0,0,0,0
659.770,0,0,0,0
659.975,0,0,0,0
660.181,0,0,0,0
660.387,0,0,0,0
660.592,0,0,0,0
660.798,0,0,0,0
661.004,0,0,0,0
661.209,0,0,0,0
661.415,0,0,0,0
661.621,0,0,0,0
661.826,0,0,0,0
662.032,0,0,0,0
662.238,0,0,0,0
662.443,0,0,0,0
662.649,0,0,0,0
662.855,0,0,0,0
663.060,0,0,0,0
663.266,0,0,0,0
663.472,0,0,0,0
663.678,0,0,0,0
663.883,0,0,0,0
664.089,0,0,0,0
664.295,0,0,0,0
664.500,0,0,0,0
664.706,0,0,0,0
664.912,0,0,0,0
665.117,0,0,0,0
665.323,0,0,0,0
665.529,0,0,0,0
665.734,0,0,0,0
665.940,0,0,0,0
666.146,0,0,0,0
666.351,0,0,0,0
666.557,0,0,0,0
666.763,0,0,0,0
666.968,0,0,0,0
667.174,0,0,0,0
667.380,0,0,0,0
667.586,0,0,0,0
667.791,0,0,0,0
667.997,0,0,0,0
668.203,0,0,0,0
668.408,0,0,0,0
668.614,0,0,0,0
668.820,0,0,0,0
669.025,0,0,0,0
669.231,0,0,0,0
669.437,0,0,0,0
669.642,0,0,0,0
669.848,0,0,0,0
670.054,0,0,0,0
670.259,0,0,0,0
670.465,0,0,0,0
670.671,0,0,0,0
670.876,0,0,0,0
671.082,0,0,0,0
671.288,0,0,0,0
671.494,0,0,0,0
671.699,0,0,0,0
671.905,0,0,0,0
672.111,0,0,0,0
672.316,0,0,0,0
672.522,0,0,0,0
672.728,0,0,0,0
672.933,0,0,0,0
673.139,0,0,0,0
673.345,0,0,0,0
673.550,0,0,0,0
673.756,0,0,0,0
673.962,0,0,0,0
674.167,0,0,0,0
674.373,0,0,0,0
674.579,0,0,0,0
674.784,0,0,0,0
674.990,0,0,0,0
675.196,0,0,0,0
675.402,0,0,0,0
675.607,0,0,0,0
675.813,0,0,0,0
676.019,0,0,0,0
676.224,0,0,0,0
676.430,0,0,0,0
676.636,0,0,0,0
676.841,0,0,0,0
677.047,0,0,0,0
677.253,0,0,0,0
677.458,0,0,0,0
677.664,0,0,0,0
677.870,0,0,0,0
678.075,0,0,0,0
678.281,0,0,0,0
678.487,0,0,0,0
678.692,0,0,0,0
678.898,0,0,0,0
679.104,0,0,0,0
679.310,0,0,0,0
679.515,0,0,0,0
679.721,0,0,0,0
679.927,0,0,0,0
680.132,0,0,0,0
680.338,0,0,0,0
680.544,0,0,0,0
680.749,0,0,0,0
680.955,0,0,0,0
681.161,0,0,0,0
681.366,0,0,0,0
681.572,0,0,0,0
681.778,0,0,0,0
681.983,0,0,0,0
682.189,0,0,0,0
682.395,0,0,0,0
682.600,0,0,0,0
682.806,0,0,0,0
683.012,0,0,0,0
683.218,0,0,0,0
683.423,0,0,0,0
683.629,0,0,0,0
683.835,0,0,0,0
684.040,0,0,0,0
684.246,0,0,0,0
684.452,0,0,0,0
684.657,0,0,0,0
684.863,0,0,0,0
685.069,0,0,0,0
685.274,0,0,0,0
685.480,0,0,0,0
685.686,0,0,0,0
685.891,0,0,0,0
686.097,0,0,0,0
686.303,0,0,0,0
686.508,0,0,0,0
686.714,0,0,0,0
686.920,0,0,0,0
687.126,0,0,0,0
687.331,0,0,0,0
687.537,0,0,0,0
687.743,0,0,0,0
687.948,0,0,0,0
688.154,0,0,0,0
688.360,0,0,0,0
688.565,0,0,0,0
688.771,0,0,0,0
688.977,0,0,0,0
689.182,0,0,0,0
689.388,0,0,0,0
689.594,0,0,0,0
689.799,0,0,0,0
690.005,0,0,0,0
